id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
585,151.34,Shirts & Tops,Reebok T-Shirts #585,Reebok,327.65,Women,SKU-000585,6
586,95.44,Pants & Capris,Ralph Lauren Chinos #586,Ralph Lauren,189.08,Women,SKU-000586,7
587,6.49,Socks,New Balance Ankle Socks #587,New Balance,20.43,Men,SKU-000587,2
588,168.54,Blazers & Jackets,Anthropologie Blazers #588,Anthropologie,362.81,Kids,SKU-000588,2
589,249.84,Tops & Tees,Gucci Tank Tops #589,Gucci,621.89,Women,SKU-000589,6
590,98.39,Dresses,H&M Mini Dresses #590,H&M,190.27,Men,SKU-000590,7
591,248.46,Shirts & Tops,Wrangler Casual Shirts #591,Wrangler,569.22,Men,SKU-000591,8
592,224.41,Socks,Puma Crew Socks #592,Puma,566.59,Men,SKU-000592,1
593,22.57,Underwear,Forever 21 Boxers #593,Forever 21,56.15,Men,SKU-000593,2
594,32.26,Intimates,Nike Lingerie #594,Nike,74.97,Men,SKU-000594,2
595,147.8,Tops & Tees,H&M Tank Tops #595,H&M,286.45,Men,SKU-000595,10
596,137.95,Active,New Balance Athletic Shorts #596,New Balance,413.91,Women,SKU-000596,7
597,47.84,Fashion Hoodies & Sweatshirts,UNIQLO Hoodies #597,UNIQLO,112.5,Men,SKU-000597,2
598,64.1,Leggings,New Balance Workout Leggings #598,New Balance,162.09,Men,SKU-000598,2
599,39.28,Jeans,Ralph Lauren Bootcut Jeans #599,Ralph Lauren,96.46,Kids,SKU-000599,3
600,206.68,Outerwear & Coats,Anthropologie Vests #600,Anthropologie,546.83,Women,SKU-000600,8
601,72.49,Intimates,J.Crew Underwear #601,J.Crew,165.03,Men,SKU-000601,4
602,169.53,Intimates,Nike Lingerie #602,Nike,367.27,Men,SKU-000602,2
603,210.47,Underwear,Reebok Boxers #603,Reebok,520.11,Women,SKU-000603,4
604,161.35,Swim,Gap Swimwear #604,Gap,375.73,Men,SKU-000604,3
605,196.63,Blazers & Jackets,Gap Blazers #605,Gap,415.04,Women,SKU-000605,7
606,208.63,Underwear,Adidas Briefs #606,Adidas,418.22,Men,SKU-000606,7
607,68.79,Swim,Columbia Cover Ups #607,Columbia,146.34,Women,SKU-000607,4
608,190.62,Suits,Gap Business Suits #608,Gap,518.42,Men,SKU-000608,6
609,216.0,Footwear,Adidas Boots #609,Adidas,679.52,Men,SKU-000609,10
610,211.65,Blazers & Jackets,American Eagle Blazers #610,American Eagle,409.58,Men,SKU-000610,6
611,108.1,Underwear,Ralph Lauren Briefs #611,Ralph Lauren,290.45,Women,SKU-000611,1
612,178.11,Intimates,New Balance Lingerie #612,New Balance,359.58,Kids,SKU-000612,5
613,68.3,Intimates,Gucci Lingerie #613,Gucci,189.8,Women,SKU-000613,2
614,153.96,Jeans,Zara Straight Jeans #614,Zara,461.34,Women,SKU-000614,4
615,180.71,Skirts,Burberry Midi Skirts #615,Burberry,571.56,Men,SKU-000615,3
616,109.86,Active,Anthropologie Athletic Shorts #616,Anthropologie,204.23,Women,SKU-000616,3
617,132.56,Fashion Hoodies & Sweatshirts,Gap Hoodies #617,Gap,276.4,Women,SKU-000617,8
618,151.24,Underwear,New Balance Boxers #618,New Balance,467.83,Kids,SKU-000618,5
619,43.12,Active,Columbia Yoga Pants #619,Columbia,81.47,Women,SKU-000619,8
620,151.14,Footwear,Gucci Flats #620,Gucci,403.81,Women,SKU-000620,8
621,30.02,Active,Prada Athletic Shorts #621,Prada,75.68,Men,SKU-000621,9
622,136.34,Underwear,Burberry Briefs #622,Burberry,327.14,Women,SKU-000622,7
623,19.27,Skirts,American Eagle Midi Skirts #623,American Eagle,36.85,Men,SKU-000623,1
624,22.49,Pants & Capris,Levi's Chinos #624,Levi's,47.55,Kids,SKU-000624,9
625,162.05,Shorts,Hollister Athletic Shorts #625,Hollister,446.03,Women,SKU-000625,5
626,185.59,Dresses,Ralph Lauren Mini Dresses #626,Ralph Lauren,389.79,Men,SKU-000626,6
627,189.86,Tops & Tees,American Eagle Crop Tops #627,American Eagle,462.44,Men,SKU-000627,10
628,221.96,Leggings,Patagonia Workout Leggings #628,Patagonia,701.13,Men,SKU-000628,9
629,217.56,Accessories,Levi's Hats #629,Levi's,457.13,Men,SKU-000629,10
630,233.33,Outerwear & Coats,Banana Republic Coats #630,Banana Republic,530.94,Women,SKU-000630,2
631,171.67,Active,Puma Sports Bras #631,Puma,377.87,Women,SKU-000631,7
632,238.45,Skirts,Hollister Mini Skirts #632,Hollister,670.82,Men,SKU-000632,10
633,240.81,Accessories,Puma Hats #633,Puma,593.87,Women,SKU-000633,6
634,16.37,Skirts,Nike Mini Skirts #634,Nike,50.32,Kids,SKU-000634,1
635,223.09,Outerwear & Coats,Gap Jackets #635,Gap,625.11,Women,SKU-000635,4
636,48.82,Sleep & Lounge,Prada Robes #636,Prada,146.67,Women,SKU-000636,7
637,42.56,Underwear,Levi's Boxers #637,Levi's,97.77,Women,SKU-000637,5
638,105.27,Shirts & Tops,Levi's Casual Shirts #638,Levi's,223.48,Women,SKU-000638,3
639,32.88,Skirts,J.Crew A-Line Skirts #639,J.Crew,71.34,Women,SKU-000639,4
640,13.91,Shorts,Gucci Bermuda Shorts #640,Gucci,31.31,Kids,SKU-000640,10
641,125.97,Jeans,New Balance Straight Jeans #641,New Balance,314.93,Men,SKU-000641,1
642,191.58,Pants & Capris,North Face Jeans #642,North Face,371.78,Men,SKU-000642,3
643,52.94,Skirts,Ralph Lauren A-Line Skirts #643,Ralph Lauren,108.25,Women,SKU-000643,7
644,106.56,Outerwear & Coats,Prada Coats #644,Prada,293.32,Men,SKU-000644,4
645,142.84,Outerwear & Coats,Versace Vests #645,Versace,294.76,Kids,SKU-000645,1
646,116.47,Suits,Zara Blazers #646,Zara,238.34,Kids,SKU-000646,9
647,87.94,Shirts & Tops,Ralph Lauren Casual Shirts #647,Ralph Lauren,214.2,Men,SKU-000647,9
648,159.35,Shorts,North Face Athletic Shorts #648,North Face,288.3,Women,SKU-000648,3
649,10.37,Outerwear & Coats,Burberry Coats #649,Burberry,28.48,Men,SKU-000649,4
650,135.85,Intimates,Patagonia Lingerie #650,Patagonia,341.3,Kids,SKU-000650,2
651,175.49,Underwear,Nike Briefs #651,Nike,423.16,Men,SKU-000651,10
652,143.72,Jeans,Columbia Bootcut Jeans #652,Columbia,393.08,Kids,SKU-000652,2
653,144.2,Sleep & Lounge,Anthropologie Pajamas #653,Anthropologie,373.01,Kids,SKU-000653,8
654,62.45,Footwear,H&M Flats #654,H&M,170.06,Women,SKU-000654,10
655,27.31,Intimates,Levi's Bras & Bralettes #655,Levi's,62.04,Men,SKU-000655,8
656,225.17,Suits,Anthropologie Blazers #656,Anthropologie,695.75,Women,SKU-000656,4
657,220.49,Suits,Forever 21 Business Suits #657,Forever 21,407.46,Women,SKU-000657,9
658,127.9,Sleep & Lounge,Burberry Robes #658,Burberry,375.13,Men,SKU-000658,9
659,70.8,Active,Abercrombie Yoga Pants #659,Abercrombie,134.34,Kids,SKU-000659,7
660,169.45,Dresses,Adidas Mini Dresses #660,Adidas,401.11,Kids,SKU-000660,2
661,211.38,Tops & Tees,Patagonia Crop Tops #661,Patagonia,441.67,Men,SKU-000661,10
662,198.66,Jeans,Prada Bootcut Jeans #662,Prada,565.92,Kids,SKU-000662,2
663,126.34,Intimates,Prada Underwear #663,Prada,344.68,Men,SKU-000663,4
664,145.45,Swim,Under Armour Swimwear #664,Under Armour,270.26,Men,SKU-000664,9
665,154.41,Sleep & Lounge,New Balance Robes #665,New Balance,409.35,Men,SKU-000665,6
666,225.9,Leggings,Forever 21 Casual Leggings #666,Forever 21,466.18,Men,SKU-000666,5
667,45.93,Sleep & Lounge,American Eagle Robes #667,American Eagle,89.2,Men,SKU-000667,6
668,39.04,Fashion Hoodies & Sweatshirts,Adidas Crewneck Sweatshirts #668,Adidas,123.23,Men,SKU-000668,1
669,172.12,Underwear,New Balance Boxers #669,New Balance,321.32,Women,SKU-000669,10
670,200.55,Underwear,Gucci Boxers #670,Gucci,445.78,Women,SKU-000670,2
671,141.8,Tops & Tees,Prada Blouses #671,Prada,258.07,Women,SKU-000671,2
672,71.83,Socks,Puma Ankle Socks #672,Puma,145.54,Kids,SKU-000672,10
673,67.39,Jeans,Hollister Skinny Jeans #673,Hollister,205.18,Men,SKU-000673,3
674,83.47,Skirts,Under Armour Midi Skirts #674,Under Armour,181.44,Women,SKU-000674,4
675,56.91,Sleep & Lounge,Ralph Lauren Pajamas #675,Ralph Lauren,176.39,Men,SKU-000675,7
676,11.41,Intimates,Levi's Underwear #676,Levi's,35.78,Men,SKU-000676,8
677,38.87,Tops & Tees,North Face Crop Tops #677,North Face,106.57,Men,SKU-000677,10
678,189.11,Jeans,North Face Bootcut Jeans #678,North Face,389.57,Men,SKU-000678,7
679,28.98,Leggings,Nike Workout Leggings #679,Nike,78.44,Kids,SKU-000679,2
680,100.5,Dresses,Ralph Lauren Mini Dresses #680,Ralph Lauren,312.56,Men,SKU-000680,3
681,5.39,Fashion Hoodies & Sweatshirts,Patagonia Hoodies #681,Patagonia,9.76,Men,SKU-000681,8
682,170.15,Sleep & Lounge,Patagonia Pajamas #682,Patagonia,391.54,Men,SKU-000682,2
683,88.69,Suits,Zara Business Suits #683,Zara,186.12,Men,SKU-000683,2
684,212.17,Blazers & Jackets,Levi's Blazers #684,Levi's,647.85,Kids,SKU-000684,4
685,100.37,Shorts,Nike Athletic Shorts #685,Nike,224.0,Kids,SKU-000685,4
686,139.83,Blazers & Jackets,Free People Denim Jackets #686,Free People,286.95,Men,SKU-000686,6
687,38.9,Outerwear & Coats,Zara Coats #687,Zara,107.31,Men,SKU-000687,6
688,6.81,Socks,Calvin Klein Crew Socks #688,Calvin Klein,21.08,Women,SKU-000688,3
689,71.54,Suits,Columbia Blazers #689,Columbia,205.24,Men,SKU-000689,2
690,92.41,Outerwear & Coats,Zara Jackets #690,Zara,243.3,Women,SKU-000690,9
691,78.78,Socks,New Balance Ankle Socks #691,New Balance,157.36,Kids,SKU-000691,7
692,221.41,Outerwear & Coats,Prada Jackets #692,Prada,404.0,Men,SKU-000692,10
693,236.21,Intimates,North Face Bras & Bralettes #693,North Face,653.83,Kids,SKU-000693,2
694,161.95,Socks,Prada Crew Socks #694,Prada,335.95,Men,SKU-000694,7
695,103.23,Skirts,Zara Midi Skirts #695,Zara,246.33,Women,SKU-000695,4
696,84.58,Suits,J.Crew Business Suits #696,J.Crew,174.0,Men,SKU-000696,3
697,173.3,Outerwear & Coats,Anthropologie Jackets #697,Anthropologie,513.49,Men,SKU-000697,9
698,150.92,Suits,Abercrombie Business Suits #698,Abercrombie,432.71,Kids,SKU-000698,10
699,212.97,Outerwear & Coats,Tommy Hilfiger Vests #699,Tommy Hilfiger,489.28,Kids,SKU-000699,8
700,249.64,Blazers & Jackets,New Balance Denim Jackets #700,New Balance,526.66,Women,SKU-000700,3
701,5.03,Shirts & Tops,Patagonia Polo Shirts #701,Patagonia,13.87,Men,SKU-000701,5
702,40.2,Intimates,Ralph Lauren Underwear #702,Ralph Lauren,124.68,Women,SKU-000702,2
703,80.5,Suits,Adidas Blazers #703,Adidas,255.34,Women,SKU-000703,9
704,223.04,Outerwear & Coats,Anthropologie Jackets #704,Anthropologie,406.01,Men,SKU-000704,7
705,10.13,Outerwear & Coats,Puma Jackets #705,Puma,20.92,Kids,SKU-000705,5
706,217.09,Sleep & Lounge,Tommy Hilfiger Pajamas #706,Tommy Hilfiger,596.14,Women,SKU-000706,3
707,54.25,Jeans,North Face Bootcut Jeans #707,North Face,168.18,Men,SKU-000707,5
708,183.94,Dresses,Free People Maxi Dresses #708,Free People,379.38,Women,SKU-000708,7
709,99.94,Footwear,Ralph Lauren Sandals #709,Ralph Lauren,238.4,Women,SKU-000709,8
710,79.92,Underwear,Puma Briefs #710,Puma,197.49,Kids,SKU-000710,3
711,178.77,Jeans,Reebok Bootcut Jeans #711,Reebok,322.98,Men,SKU-000711,2
712,124.61,Socks,Calvin Klein Crew Socks #712,Calvin Klein,359.48,Women,SKU-000712,9
713,5.29,Accessories,Abercrombie Bags #713,Abercrombie,14.27,Men,SKU-000713,7
714,99.28,Shorts,Patagonia Bermuda Shorts #714,Patagonia,219.93,Kids,SKU-000714,10
715,91.2,Tops & Tees,H&M Crop Tops #715,H&M,203.51,Kids,SKU-000715,8
716,186.06,Active,H&M Athletic Shorts #716,H&M,542.31,Men,SKU-000716,9
717,41.81,Tops & Tees,Gucci Crop Tops #717,Gucci,76.97,Kids,SKU-000717,7
718,242.82,Leggings,Abercrombie Workout Leggings #718,Abercrombie,592.91,Women,SKU-000718,6
719,189.56,Jeans,Ralph Lauren Skinny Jeans #719,Ralph Lauren,491.31,Women,SKU-000719,7
720,155.68,Jeans,Wrangler Skinny Jeans #720,Wrangler,415.5,Men,SKU-000720,4
721,134.32,Dresses,Gucci Formal Dresses #721,Gucci,250.42,Men,SKU-000721,9
722,108.77,Leggings,Hollister Casual Leggings #722,Hollister,198.06,Women,SKU-000722,1
723,239.15,Socks,J.Crew Ankle Socks #723,J.Crew,677.13,Kids,SKU-000723,2
724,119.84,Pants & Capris,Adidas Chinos #724,Adidas,219.83,Women,SKU-000724,3
725,208.94,Socks,North Face Ankle Socks #725,North Face,581.51,Kids,SKU-000725,2
726,245.48,Accessories,North Face Jewelry #726,North Face,453.96,Women,SKU-000726,3
727,64.42,Accessories,Adidas Belts #727,Adidas,182.33,Women,SKU-000727,3
728,156.24,Socks,Columbia Crew Socks #728,Columbia,359.84,Kids,SKU-000728,2
729,147.73,Shirts & Tops,North Face T-Shirts #729,North Face,423.74,Kids,SKU-000729,8
730,112.56,Socks,Patagonia Ankle Socks #730,Patagonia,358.82,Women,SKU-000730,7
731,65.24,Blazers & Jackets,Abercrombie Leather Jackets #731,Abercrombie,118.13,Women,SKU-000731,9
732,193.74,Tops & Tees,Levi's Blouses #732,Levi's,568.38,Kids,SKU-000732,7
733,173.14,Suits,Ralph Lauren Business Suits #733,Ralph Lauren,504.66,Men,SKU-000733,7
734,10.79,Suits,Tommy Hilfiger Blazers #734,Tommy Hilfiger,25.51,Women,SKU-000734,1
735,170.6,Jeans,Zara Bootcut Jeans #735,Zara,539.61,Men,SKU-000735,9
736,35.22,Tops & Tees,Patagonia Crop Tops #736,Patagonia,88.33,Kids,SKU-000736,8
737,130.91,Accessories,Gap Bags #737,Gap,247.18,Kids,SKU-000737,1
738,230.91,Intimates,Tommy Hilfiger Lingerie #738,Tommy Hilfiger,486.26,Women,SKU-000738,2
739,139.68,Tops & Tees,Columbia Blouses #739,Columbia,399.03,Kids,SKU-000739,2
740,223.74,Blazers & Jackets,Burberry Leather Jackets #740,Burberry,409.36,Women,SKU-000740,6
741,145.01,Intimates,American Eagle Underwear #741,American Eagle,330.0,Men,SKU-000741,5
742,113.05,Tops & Tees,UNIQLO Blouses #742,UNIQLO,334.19,Women,SKU-000742,10
743,241.36,Dresses,New Balance Formal Dresses #743,New Balance,482.46,Kids,SKU-000743,9
744,200.07,Footwear,American Eagle Sandals #744,American Eagle,474.79,Women,SKU-000744,7
745,203.18,Sleep & Lounge,Wrangler Pajamas #745,Wrangler,443.38,Men,SKU-000745,1
746,236.39,Leggings,UNIQLO Casual Leggings #746,UNIQLO,642.2,Women,SKU-000746,7
747,30.42,Socks,Calvin Klein Crew Socks #747,Calvin Klein,75.62,Kids,SKU-000747,6
748,64.51,Shorts,Zara Athletic Shorts #748,Zara,153.23,Women,SKU-000748,3
749,86.98,Dresses,UNIQLO Maxi Dresses #749,UNIQLO,189.17,Kids,SKU-000749,6
750,56.53,Accessories,Free People Hats #750,Free People,129.45,Kids,SKU-000750,7
751,22.95,Socks,Puma Ankle Socks #751,Puma,66.98,Kids,SKU-000751,7
752,105.58,Tops & Tees,Banana Republic Tank Tops #752,Banana Republic,264.01,Men,SKU-000752,8
753,228.11,Shirts & Tops,Gap T-Shirts #753,Gap,429.34,Kids,SKU-000753,2
754,163.98,Swim,Abercrombie Swimwear #754,Abercrombie,510.94,Kids,SKU-000754,9
755,139.97,Suits,Abercrombie Business Suits #755,Abercrombie,354.95,Women,SKU-000755,2
756,16.18,Swim,Ralph Lauren Swimwear #756,Ralph Lauren,33.46,Men,SKU-000756,6
757,243.06,Socks,North Face Ankle Socks #757,North Face,610.84,Kids,SKU-000757,9
758,240.65,Sleep & Lounge,H&M Pajamas #758,H&M,614.38,Men,SKU-000758,3
759,203.97,Socks,Burberry Ankle Socks #759,Burberry,481.11,Women,SKU-000759,7
760,28.29,Jeans,Levi's Skinny Jeans #760,Levi's,73.14,Men,SKU-000760,3
761,140.91,Blazers & Jackets,Anthropologie Leather Jackets #761,Anthropologie,307.82,Kids,SKU-000761,8
762,23.79,Leggings,Zara Casual Leggings #762,Zara,63.33,Kids,SKU-000762,9
763,225.05,Socks,Puma Ankle Socks #763,Puma,640.5,Kids,SKU-000763,6
764,180.56,Pants & Capris,North Face Jeans #764,North Face,444.91,Kids,SKU-000764,1
765,45.33,Fashion Hoodies & Sweatshirts,Gap Hoodies #765,Gap,87.58,Kids,SKU-000765,2
766,47.31,Pants & Capris,Abercrombie Leggings #766,Abercrombie,126.82,Kids,SKU-000766,2
767,72.14,Tops & Tees,Calvin Klein Crop Tops #767,Calvin Klein,159.7,Women,SKU-000767,7
768,149.23,Sleep & Lounge,New Balance Robes #768,New Balance,299.26,Kids,SKU-000768,6
769,147.01,Sleep & Lounge,Calvin Klein Robes #769,Calvin Klein,436.76,Men,SKU-000769,1
770,107.85,Intimates,Columbia Bras & Bralettes #770,Columbia,302.86,Men,SKU-000770,10
771,6.77,Socks,Tommy Hilfiger Crew Socks #771,Tommy Hilfiger,14.63,Men,SKU-000771,10
772,53.54,Active,Wrangler Sports Bras #772,Wrangler,99.65,Women,SKU-000772,1
773,22.28,Blazers & Jackets,UNIQLO Denim Jackets #773,UNIQLO,40.23,Men,SKU-000773,2
774,141.31,Jeans,J.Crew Bootcut Jeans #774,J.Crew,307.3,Men,SKU-000774,7
775,228.36,Tops & Tees,New Balance Crop Tops #775,New Balance,665.5,Kids,SKU-000775,1
776,80.83,Underwear,Levi's Briefs #776,Levi's,204.71,Kids,SKU-000776,2
777,145.65,Leggings,New Balance Workout Leggings #777,New Balance,385.41,Men,SKU-000777,4
778,18.66,Footwear,Anthropologie Sandals #778,Anthropologie,43.25,Men,SKU-000778,3
779,46.93,Tops & Tees,American Eagle Tank Tops #779,American Eagle,136.44,Men,SKU-000779,10
780,42.42,Skirts,North Face Mini Skirts #780,North Face,118.35,Men,SKU-000780,10
781,242.3,Pants & Capris,Nike Shorts #781,Nike,634.32,Kids,SKU-000781,5
782,43.6,Shirts & Tops,J.Crew Casual Shirts #782,J.Crew,90.3,Kids,SKU-000782,10
783,176.2,Intimates,Under Armour Bras & Bralettes #783,Under Armour,413.46,Women,SKU-000783,9
784,37.87,Jeans,Abercrombie Skinny Jeans #784,Abercrombie,105.15,Men,SKU-000784,6
785,130.83,Fashion Hoodies & Sweatshirts,Abercrombie Hoodies #785,Abercrombie,281.32,Men,SKU-000785,1
786,174.99,Tops & Tees,Adidas Tank Tops #786,Adidas,336.63,Men,SKU-000786,3
787,99.1,Skirts,Versace Midi Skirts #787,Versace,304.2,Men,SKU-000787,5
788,101.79,Shirts & Tops,Burberry Polo Shirts #788,Burberry,243.02,Men,SKU-000788,2
789,242.93,Suits,American Eagle Blazers #789,American Eagle,716.9,Women,SKU-000789,3
790,132.97,Swim,Nike Cover Ups #790,Nike,361.68,Women,SKU-000790,6
791,144.57,Leggings,American Eagle Workout Leggings #791,American Eagle,359.51,Men,SKU-000791,10
792,181.75,Dresses,Gap Maxi Dresses #792,Gap,413.43,Men,SKU-000792,6
793,11.93,Blazers & Jackets,Zara Denim Jackets #793,Zara,33.37,Men,SKU-000793,4
794,200.53,Outerwear & Coats,UNIQLO Coats #794,UNIQLO,505.05,Kids,SKU-000794,5
795,107.36,Fashion Hoodies & Sweatshirts,Abercrombie Hoodies #795,Abercrombie,269.0,Kids,SKU-000795,9
796,55.02,Outerwear & Coats,Abercrombie Jackets #796,Abercrombie,172.5,Men,SKU-000796,3
797,58.14,Sleep & Lounge,New Balance Robes #797,New Balance,171.9,Men,SKU-000797,2
798,58.65,Intimates,Banana Republic Bras & Bralettes #798,Banana Republic,153.44,Women,SKU-000798,10
799,73.74,Outerwear & Coats,Columbia Jackets #799,Columbia,137.63,Women,SKU-000799,8
800,209.26,Skirts,New Balance Midi Skirts #800,New Balance,646.16,Men,SKU-000800,10
801,15.38,Intimates,Anthropologie Bras & Bralettes #801,Anthropologie,34.99,Men,SKU-000801,6
802,115.28,Intimates,Abercrombie Bras & Bralettes #802,Abercrombie,286.33,Men,SKU-000802,10
803,40.04,Swim,Patagonia Cover Ups #803,Patagonia,123.48,Women,SKU-000803,10
804,52.26,Sleep & Lounge,Tommy Hilfiger Pajamas #804,Tommy Hilfiger,138.31,Men,SKU-000804,2
805,193.25,Underwear,Reebok Boxers #805,Reebok,461.47,Women,SKU-000805,5
806,105.1,Leggings,Versace Workout Leggings #806,Versace,322.99,Women,SKU-000806,7
807,100.27,Pants & Capris,Banana Republic Shorts #807,Banana Republic,242.96,Women,SKU-000807,8
808,117.14,Pants & Capris,Free People Shorts #808,Free People,241.23,Kids,SKU-000808,7
809,198.2,Sleep & Lounge,Free People Robes #809,Free People,547.93,Kids,SKU-000809,10
810,178.29,Shirts & Tops,UNIQLO Casual Shirts #810,UNIQLO,478.8,Men,SKU-000810,8
811,69.87,Fashion Hoodies & Sweatshirts,Wrangler Hoodies #811,Wrangler,193.28,Kids,SKU-000811,5
812,189.3,Suits,Hollister Business Suits #812,Hollister,465.91,Men,SKU-000812,6
813,15.03,Swim,Gucci Cover Ups #813,Gucci,36.1,Men,SKU-000813,5
814,186.99,Tops & Tees,Zara Crop Tops #814,Zara,545.63,Kids,SKU-000814,9
815,240.43,Fashion Hoodies & Sweatshirts,Under Armour Crewneck Sweatshirts #815,Under Armour,673.66,Kids,SKU-000815,1
816,32.66,Shirts & Tops,Anthropologie T-Shirts #816,Anthropologie,85.17,Kids,SKU-000816,9
817,210.29,Blazers & Jackets,Under Armour Blazers #817,Under Armour,402.28,Men,SKU-000817,3
818,209.9,Intimates,Calvin Klein Bras & Bralettes #818,Calvin Klein,617.48,Men,SKU-000818,9
819,47.74,Tops & Tees,New Balance Blouses #819,New Balance,130.29,Kids,SKU-000819,2
820,48.34,Tops & Tees,Ralph Lauren Blouses #820,Ralph Lauren,119.14,Men,SKU-000820,7
821,232.11,Outerwear & Coats,Abercrombie Coats #821,Abercrombie,477.9,Men,SKU-000821,7
822,61.99,Dresses,Free People Maxi Dresses #822,Free People,155.11,Women,SKU-000822,10
823,195.26,Intimates,Ralph Lauren Bras & Bralettes #823,Ralph Lauren,436.18,Men,SKU-000823,9
824,209.6,Tops & Tees,American Eagle Blouses #824,American Eagle,663.83,Women,SKU-000824,1
825,99.82,Underwear,Ralph Lauren Briefs #825,Ralph Lauren,238.17,Kids,SKU-000825,8
826,19.02,Blazers & Jackets,Wrangler Leather Jackets #826,Wrangler,58.27,Women,SKU-000826,10
827,175.3,Intimates,Patagonia Lingerie #827,Patagonia,492.52,Women,SKU-000827,10
828,107.75,Leggings,Versace Casual Leggings #828,Versace,264.15,Men,SKU-000828,10
829,189.33,Sleep & Lounge,H&M Robes #829,H&M,397.88,Women,SKU-000829,6
830,123.2,Jeans,Gap Bootcut Jeans #830,Gap,290.38,Men,SKU-000830,2
831,11.33,Swim,Levi's Swimwear #831,Levi's,27.59,Kids,SKU-000831,10
832,202.02,Suits,Nike Blazers #832,Nike,580.04,Women,SKU-000832,5
833,213.6,Footwear,Prada Sneakers #833,Prada,633.69,Men,SKU-000833,7
834,183.13,Socks,Free People Crew Socks #834,Free People,559.35,Men,SKU-000834,8
835,10.33,Active,Levi's Athletic Shorts #835,Levi's,20.24,Women,SKU-000835,6
836,56.97,Fashion Hoodies & Sweatshirts,Abercrombie Hoodies #836,Abercrombie,158.42,Kids,SKU-000836,6
837,187.35,Outerwear & Coats,Nike Coats #837,Nike,505.64,Women,SKU-000837,7
838,6.18,Intimates,Under Armour Lingerie #838,Under Armour,18.33,Women,SKU-000838,3
839,60.72,Footwear,Abercrombie Boots #839,Abercrombie,148.87,Women,SKU-000839,8
840,154.78,Active,Puma Athletic Shorts #840,Puma,337.32,Men,SKU-000840,7
841,208.54,Jeans,Gucci Bootcut Jeans #841,Gucci,456.33,Women,SKU-000841,5
842,164.14,Leggings,Levi's Casual Leggings #842,Levi's,424.49,Men,SKU-000842,9
843,113.12,Fashion Hoodies & Sweatshirts,Anthropologie Hoodies #843,Anthropologie,279.04,Men,SKU-000843,5
844,170.8,Skirts,Reebok Midi Skirts #844,Reebok,412.41,Men,SKU-000844,6
845,195.05,Jeans,Prada Straight Jeans #845,Prada,509.95,Women,SKU-000845,5
846,70.01,Accessories,Columbia Sunglasses #846,Columbia,178.77,Women,SKU-000846,3
847,89.74,Underwear,Zara Briefs #847,Zara,184.6,Men,SKU-000847,9
848,26.19,Shorts,Gucci Bermuda Shorts #848,Gucci,64.26,Women,SKU-000848,9
849,21.65,Jeans,Tommy Hilfiger Skinny Jeans #849,Tommy Hilfiger,47.6,Kids,SKU-000849,8
850,235.49,Shorts,Ralph Lauren Athletic Shorts #850,Ralph Lauren,680.23,Men,SKU-000850,10
851,238.73,Blazers & Jackets,J.Crew Leather Jackets #851,J.Crew,763.15,Women,SKU-000851,4
852,126.84,Pants & Capris,UNIQLO Shorts #852,UNIQLO,383.46,Women,SKU-000852,7
853,128.85,Swim,Wrangler Cover Ups #853,Wrangler,326.08,Kids,SKU-000853,7
854,183.95,Blazers & Jackets,Banana Republic Leather Jackets #854,Banana Republic,376.1,Men,SKU-000854,1
855,120.31,Suits,Wrangler Business Suits #855,Wrangler,379.59,Men,SKU-000855,7
856,104.29,Dresses,Abercrombie Mini Dresses #856,Abercrombie,225.96,Women,SKU-000856,7
857,104.15,Suits,New Balance Business Suits #857,New Balance,233.84,Kids,SKU-000857,2
858,20.6,Active,Zara Sports Bras #858,Zara,62.81,Women,SKU-000858,4
859,127.94,Leggings,North Face Workout Leggings #859,North Face,381.06,Kids,SKU-000859,10
860,109.67,Swim,Wrangler Cover Ups #860,Wrangler,318.37,Kids,SKU-000860,5
861,196.92,Skirts,Hollister Midi Skirts #861,Hollister,382.71,Women,SKU-000861,1
862,106.62,Active,Calvin Klein Yoga Pants #862,Calvin Klein,197.44,Kids,SKU-000862,6
863,50.07,Active,UNIQLO Yoga Pants #863,UNIQLO,111.73,Women,SKU-000863,3
864,87.04,Footwear,Anthropologie Flats #864,Anthropologie,240.54,Men,SKU-000864,10
865,115.82,Active,Puma Yoga Pants #865,Puma,337.21,Kids,SKU-000865,4
866,63.43,Suits,Versace Business Suits #866,Versace,114.68,Kids,SKU-000866,3
867,25.22,Dresses,Banana Republic Maxi Dresses #867,Banana Republic,68.43,Women,SKU-000867,9
868,187.95,Swim,Levi's Swimwear #868,Levi's,496.39,Women,SKU-000868,1
869,82.19,Swim,Under Armour Cover Ups #869,Under Armour,246.17,Kids,SKU-000869,6
870,76.08,Blazers & Jackets,Puma Leather Jackets #870,Puma,205.66,Women,SKU-000870,3
871,21.73,Fashion Hoodies & Sweatshirts,Calvin Klein Hoodies #871,Calvin Klein,42.99,Kids,SKU-000871,2
872,147.14,Fashion Hoodies & Sweatshirts,Burberry Hoodies #872,Burberry,414.49,Men,SKU-000872,5
873,130.68,Underwear,Prada Boxers #873,Prada,237.04,Kids,SKU-000873,5
874,55.55,Jeans,Reebok Bootcut Jeans #874,Reebok,144.91,Men,SKU-000874,8
875,109.61,Suits,American Eagle Blazers #875,American Eagle,270.06,Men,SKU-000875,4
