order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,order_total
20472,2203,Cancelled,M,2022-06-28 09:32:16,,,,4,1017.16
20473,4946,Complete,F,2022-12-23 04:58:26,,2022-12-26 04:58:26,2023-01-01 04:58:26,2,226.15
20474,6519,Cancelled,M,2023-03-16 15:52:46,,,,6,1687.35
20475,6406,Complete,M,2022-07-19 17:43:29,,2022-07-20 17:43:29,2022-07-24 17:43:29,5,1214.86
20476,2057,Processing,F,2022-11-11 08:41:59,,,,1,472.27
20477,9514,Complete,M,2023-12-20 02:46:58,,2023-12-23 02:46:58,2023-12-25 02:46:58,1,59.4
20478,111,Complete,F,2024-07-02 05:35:01,,2024-07-05 05:35:01,2024-07-10 05:35:01,1,70.84
20479,6345,Shipped,M,2024-04-24 15:04:01,,2024-04-25 15:04:01,2024-04-27 15:04:01,2,321.1
20480,9567,Complete,M,2022-07-19 06:42:40,,2022-07-20 06:42:40,2022-07-22 06:42:40,1,223.81
20481,752,Complete,M,2024-05-30 14:56:40,,2024-06-02 14:56:40,2024-06-09 14:56:40,3,795.72
20482,5429,Complete,M,2022-06-05 18:47:09,,2022-06-06 18:47:09,2022-06-11 18:47:09,3,425.98
20483,4191,Cancelled,F,2024-10-17 15:20:29,,,,1,251.72
20484,9886,Complete,F,2021-09-29 00:46:08,,2021-10-01 00:46:08,2021-10-08 00:46:08,1,425.72
20485,2301,Shipped,M,2023-06-25 06:48:04,,2023-06-26 06:48:04,2023-06-30 06:48:04,2,526.38
20486,9708,Complete,M,2024-10-09 16:01:17,,2024-10-10 16:01:17,2024-10-12 16:01:17,3,837.01
20487,6220,Complete,F,2021-07-16 01:16:30,,2021-07-19 01:16:30,2021-07-26 01:16:30,3,892.96
20488,6384,Returned,M,2022-12-13 06:15:45,2023-01-09 06:15:45,2022-12-15 06:15:45,2022-12-20 06:15:45,5,1507.1
20489,1808,Complete,F,2022-05-15 04:36:47,,2022-05-16 04:36:47,2022-05-18 04:36:47,3,1099.23
20490,2324,Complete,F,2021-02-18 05:21:51,,2021-02-20 05:21:51,2021-02-27 05:21:51,2,418.72
20491,4281,Complete,M,2022-03-05 15:15:16,,2022-03-06 15:15:16,2022-03-11 15:15:16,2,549.61
20492,8654,Shipped,M,2024-12-07 16:38:44,,2024-12-09 16:38:44,2024-12-15 16:38:44,3,578.19
20493,8954,Returned,M,2022-08-19 03:09:38,2022-09-11 03:09:38,2022-08-20 03:09:38,2022-08-22 03:09:38,2,609.6
20494,3697,Processing,M,2021-09-26 05:57:39,,,,2,313.66
20495,3773,Complete,M,2020-10-28 07:21:06,,2020-10-30 07:21:06,2020-11-06 07:21:06,5,654.89
20496,182,Shipped,F,2023-02-08 23:00:41,,2023-02-11 23:00:41,2023-02-14 23:00:41,1,426.49
20497,8074,Complete,F,2024-12-25 01:49:23,,2024-12-26 01:49:23,2024-12-28 01:49:23,4,1612.62
20498,5330,Complete,F,2024-05-07 03:30:07,,2024-05-08 03:30:07,2024-05-12 03:30:07,1,323.72
20499,7324,Complete,M,2021-07-12 09:02:15,,2021-07-15 09:02:15,2021-07-21 09:02:15,4,1053.25
20500,7577,Complete,F,2021-07-22 15:25:48,,2021-07-23 15:25:48,2021-07-27 15:25:48,5,2006.14
20501,9074,Complete,M,2024-07-06 04:04:53,,2024-07-09 04:04:53,2024-07-14 04:04:53,1,156.0
20502,7216,Complete,F,2024-06-12 15:42:45,,2024-06-13 15:42:45,2024-06-16 15:42:45,3,718.92
20503,3782,Processing,F,2021-08-22 12:16:42,,,,2,570.38
20504,3204,Complete,F,2024-10-18 16:18:01,,2024-10-19 16:18:01,2024-10-24 16:18:01,2,490.24
20505,8471,Complete,F,2024-08-07 05:59:35,,2024-08-10 05:59:35,2024-08-15 05:59:35,2,470.47
20506,9802,Complete,M,2023-04-17 22:07:37,,2023-04-18 22:07:37,2023-04-25 22:07:37,1,180.64
20507,9749,Shipped,F,2022-06-01 22:06:18,,2022-06-03 22:06:18,2022-06-06 22:06:18,1,431.07
20508,2562,Complete,M,2024-09-19 00:17:18,,2024-09-22 00:17:18,2024-09-29 00:17:18,1,372.34
20509,153,Processing,M,2024-02-23 05:22:10,,,,6,1187.57
20510,7296,Processing,M,2021-01-11 13:36:18,,,,2,695.14
20511,3936,Complete,F,2024-02-05 10:26:18,,2024-02-07 10:26:18,2024-02-14 10:26:18,3,713.09
20512,3322,Shipped,F,2024-03-23 07:59:50,,2024-03-26 07:59:50,2024-03-30 07:59:50,4,1088.36
20513,5577,Complete,F,2022-05-20 13:43:31,,2022-05-21 13:43:31,2022-05-28 13:43:31,1,401.45
20514,260,Complete,F,2024-06-23 12:33:32,,2024-06-24 12:33:32,2024-06-27 12:33:32,1,35.56
20515,4764,Complete,F,2024-11-18 08:20:49,,2024-11-20 08:20:49,2024-11-25 08:20:49,2,91.94
20516,7397,Shipped,F,2024-07-25 10:19:01,,2024-07-27 10:19:01,2024-08-02 10:19:01,1,78.17
20517,2048,Complete,F,2023-09-15 12:25:26,,2023-09-17 12:25:26,2023-09-19 12:25:26,1,34.33
20518,3355,Complete,M,2020-02-21 05:14:46,,2020-02-24 05:14:46,2020-03-01 05:14:46,5,1256.35
20519,8296,Returned,F,2023-10-01 10:11:42,2023-10-27 10:11:42,2023-10-03 10:11:42,2023-10-06 10:11:42,3,736.04
20520,1936,Complete,F,2021-12-06 08:26:40,,2021-12-07 08:26:40,2021-12-09 08:26:40,4,1445.32
20521,1874,Shipped,F,2023-03-03 07:50:45,,2023-03-05 07:50:45,2023-03-08 07:50:45,2,546.17
20522,7940,Complete,M,2023-12-07 17:24:00,,2023-12-10 17:24:00,2023-12-15 17:24:00,2,692.66
20523,3051,Complete,M,2023-02-12 15:28:17,,2023-02-15 15:28:17,2023-02-21 15:28:17,3,1071.42
20524,938,Complete,M,2024-07-28 22:46:49,,2024-07-30 22:46:49,2024-08-03 22:46:49,1,86.77
20525,4650,Returned,F,2023-02-04 00:57:52,2023-03-04 00:57:52,2023-02-07 00:57:52,2023-02-12 00:57:52,3,740.93
20526,5118,Complete,F,2022-04-16 08:15:28,,2022-04-17 08:15:28,2022-04-20 08:15:28,1,397.66
20527,6732,Complete,M,2023-09-04 23:09:38,,2023-09-07 23:09:38,2023-09-11 23:09:38,1,117.81
20528,9582,Returned,M,2024-09-16 14:51:25,2024-09-25 14:51:25,2024-09-17 14:51:25,2024-09-20 14:51:25,1,19.58
20529,2718,Complete,F,2024-11-22 02:41:19,,2024-11-23 02:41:19,2024-11-29 02:41:19,1,341.05
20530,1723,Shipped,M,2024-06-07 05:42:37,,2024-06-08 05:42:37,2024-06-11 05:42:37,1,61.76
20531,6747,Complete,F,2022-01-29 00:20:37,,2022-01-31 00:20:37,2022-02-07 00:20:37,1,331.02
20532,7495,Returned,M,2022-12-21 05:49:32,2023-01-20 05:49:32,2022-12-22 05:49:32,2022-12-26 05:49:32,1,312.4
20533,7111,Shipped,F,2023-11-14 08:17:36,,2023-11-16 08:17:36,2023-11-22 08:17:36,2,740.49
20534,1670,Processing,M,2024-12-22 08:47:27,,,,1,100.0
20535,7174,Complete,F,2024-08-24 10:39:17,,2024-08-27 10:39:17,2024-09-02 10:39:17,5,1160.59
20536,9032,Complete,M,2024-08-26 09:00:13,,2024-08-29 09:00:13,2024-08-31 09:00:13,2,564.06
20537,1340,Cancelled,M,2024-12-21 02:50:03,,,,4,1248.06
20538,8730,Shipped,F,2022-06-03 06:27:04,,2022-06-04 06:27:04,2022-06-09 06:27:04,1,364.34
20539,3202,Cancelled,M,2023-08-19 06:07:32,,,,2,854.04
20540,9411,Cancelled,F,2024-04-09 05:41:16,,,,2,746.15
20541,6963,Complete,F,2020-03-17 19:11:53,,2020-03-19 19:11:53,2020-03-21 19:11:53,1,250.94
20542,9936,Cancelled,M,2022-06-09 23:37:00,,,,2,359.38
20543,7284,Complete,F,2023-09-03 06:47:48,,2023-09-06 06:47:48,2023-09-11 06:47:48,2,730.66
20544,3637,Complete,F,2024-08-08 01:05:33,,2024-08-09 01:05:33,2024-08-11 01:05:33,1,128.21
20545,3979,Cancelled,F,2021-11-12 01:00:27,,,,1,60.16
20546,6973,Shipped,M,2021-09-02 00:36:38,,2021-09-04 00:36:38,2021-09-09 00:36:38,3,446.6
20547,7756,Complete,F,2020-11-21 13:13:59,,2020-11-22 13:13:59,2020-11-24 13:13:59,1,30.24
20548,1363,Returned,F,2022-09-21 06:34:44,2022-10-07 06:34:44,2022-09-23 06:34:44,2022-09-29 06:34:44,1,187.46
20549,4276,Returned,M,2022-08-27 14:27:16,2022-09-29 14:27:16,2022-08-30 14:27:16,2022-09-01 14:27:16,1,34.93
20550,7856,Complete,F,2024-06-29 17:16:41,,2024-07-02 17:16:41,2024-07-09 17:16:41,4,424.11
20551,4302,Complete,F,2023-09-26 23:36:31,,2023-09-29 23:36:31,2023-10-03 23:36:31,4,852.57
20552,9658,Complete,F,2020-10-31 18:20:45,,2020-11-01 18:20:45,2020-11-07 18:20:45,1,106.09
20553,7816,Complete,F,2023-07-17 02:04:46,,2023-07-19 02:04:46,2023-07-21 02:04:46,3,723.3
20554,6070,Complete,M,2024-07-11 14:44:08,,2024-07-12 14:44:08,2024-07-18 14:44:08,3,872.65
20555,9575,Complete,M,2024-11-24 02:56:57,,2024-11-27 02:56:57,2024-12-03 02:56:57,2,859.75
20556,6554,Complete,M,2024-01-18 00:59:53,,2024-01-19 00:59:53,2024-01-22 00:59:53,1,37.0
20557,5489,Complete,F,2024-03-17 05:04:42,,2024-03-19 05:04:42,2024-03-26 05:04:42,2,654.48
20558,2347,Complete,F,2024-04-03 09:23:36,,2024-04-04 09:23:36,2024-04-07 09:23:36,4,1517.26
20559,8986,Cancelled,F,2023-08-01 23:24:48,,,,6,1601.92
20560,5254,Shipped,F,2023-05-26 22:20:32,,2023-05-27 22:20:32,2023-06-02 22:20:32,3,942.97
20561,4871,Complete,F,2022-11-18 02:44:47,,2022-11-21 02:44:47,2022-11-25 02:44:47,4,459.67
20562,4672,Complete,F,2022-08-04 21:46:07,,2022-08-07 21:46:07,2022-08-12 21:46:07,1,397.77
20563,4897,Complete,F,2022-05-25 19:17:36,,2022-05-28 19:17:36,2022-06-01 19:17:36,1,347.68
20564,9784,Complete,F,2022-02-23 03:52:15,,2022-02-26 03:52:15,2022-03-03 03:52:15,1,176.59
20565,9823,Processing,M,2023-06-21 20:59:58,,,,5,1162.11
20566,3237,Complete,F,2024-01-16 16:19:20,,2024-01-17 16:19:20,2024-01-23 16:19:20,6,1780.29
20567,6726,Complete,M,2023-08-06 21:11:40,,2023-08-07 21:11:40,2023-08-13 21:11:40,4,912.4
20568,245,Complete,F,2021-07-08 21:57:14,,2021-07-09 21:57:14,2021-07-12 21:57:14,3,858.99
20569,590,Processing,M,2024-09-27 11:21:21,,,,1,134.82
20570,3797,Returned,F,2022-07-19 08:23:45,2022-08-07 08:23:45,2022-07-22 08:23:45,2022-07-26 08:23:45,4,863.39
20571,345,Shipped,F,2024-04-23 04:36:57,,2024-04-25 04:36:57,2024-04-30 04:36:57,2,488.33
20572,1768,Complete,F,2023-03-11 20:44:44,,2023-03-13 20:44:44,2023-03-18 20:44:44,1,389.55
20573,2381,Cancelled,M,2023-11-26 05:51:01,,,,4,1450.61
20574,1824,Processing,F,2022-05-10 05:18:51,,,,1,192.93
20575,6180,Complete,F,2024-05-27 00:13:26,,2024-05-29 00:13:26,2024-06-04 00:13:26,3,1150.21
20576,6827,Complete,F,2023-11-21 06:30:31,,2023-11-23 06:30:31,2023-11-28 06:30:31,1,165.86
20577,7744,Processing,F,2024-04-07 13:48:45,,,,3,498.7
20578,5440,Complete,F,2023-04-22 03:22:42,,2023-04-23 03:22:42,2023-04-28 03:22:42,4,1710.82
20579,7593,Returned,F,2022-05-12 18:17:11,2022-05-28 18:17:11,2022-05-14 18:17:11,2022-05-18 18:17:11,3,860.02
20580,8860,Complete,M,2024-01-11 18:14:42,,2024-01-13 18:14:42,2024-01-18 18:14:42,1,338.46
20581,2627,Complete,F,2023-10-14 05:51:19,,2023-10-16 05:51:19,2023-10-21 05:51:19,1,344.47
20582,1976,Returned,F,2024-10-05 19:58:10,2024-11-08 19:58:10,2024-10-08 19:58:10,2024-10-13 19:58:10,2,435.73
20583,2454,Processing,M,2023-12-17 08:37:04,,,,1,215.21
20584,6235,Complete,M,2022-05-07 01:37:23,,2022-05-09 01:37:23,2022-05-15 01:37:23,3,503.65
20585,2056,Complete,M,2021-10-02 09:13:44,,2021-10-05 09:13:44,2021-10-10 09:13:44,6,2094.14
20586,3814,Cancelled,M,2021-07-18 09:08:10,,,,1,385.8
20587,1782,Cancelled,M,2023-06-08 03:15:32,,,,1,179.54
20588,6850,Returned,F,2023-04-29 18:30:40,2023-05-16 18:30:40,2023-05-01 18:30:40,2023-05-03 18:30:40,2,238.71
20589,2766,Complete,F,2023-12-22 23:42:40,,2023-12-24 23:42:40,2023-12-26 23:42:40,3,880.45
20590,5825,Processing,F,2020-04-26 21:35:36,,,,1,377.67
20591,7144,Complete,M,2023-12-25 00:29:02,,2023-12-28 00:29:02,2024-01-01 00:29:02,2,122.66
20592,8114,Complete,F,2024-02-06 09:19:59,,2024-02-07 09:19:59,2024-02-11 09:19:59,2,275.19
20593,7796,Complete,M,2024-01-16 20:04:13,,2024-01-17 20:04:13,2024-01-24 20:04:13,1,417.43
20594,590,Complete,M,2021-05-14 23:41:23,,2021-05-15 23:41:23,2021-05-19 23:41:23,1,436.34
20595,4705,Complete,M,2021-12-23 16:45:20,,2021-12-26 16:45:20,2021-12-31 16:45:20,3,578.07
20596,8582,Complete,F,2020-11-17 14:37:08,,2020-11-20 14:37:08,2020-11-27 14:37:08,2,284.71
20597,1088,Shipped,F,2022-07-04 18:08:46,,2022-07-06 18:08:46,2022-07-13 18:08:46,2,587.23
20598,6547,Returned,M,2023-11-28 19:10:01,2023-12-29 19:10:01,2023-12-01 19:10:01,2023-12-08 19:10:01,1,334.13
20599,3505,Returned,M,2024-10-29 04:18:43,2024-11-18 04:18:43,2024-10-30 04:18:43,2024-11-05 04:18:43,3,380.17
20600,6486,Returned,M,2024-04-03 09:56:26,2024-04-17 09:56:26,2024-04-06 09:56:26,2024-04-08 09:56:26,2,234.7
20601,1455,Complete,M,2022-12-29 19:26:05,,2023-01-01 19:26:05,2023-01-05 19:26:05,1,495.01
20602,3057,Complete,M,2024-10-22 15:39:46,,2024-10-24 15:39:46,2024-10-30 15:39:46,4,1232.62
20603,9369,Shipped,M,2024-06-30 00:53:36,,2024-07-03 00:53:36,2024-07-09 00:53:36,1,98.96
20604,8638,Complete,F,2023-09-28 06:23:53,,2023-09-30 06:23:53,2023-10-02 06:23:53,2,333.68
20605,2613,Complete,M,2023-10-27 10:32:44,,2023-10-30 10:32:44,2023-11-05 10:32:44,1,312.73
20606,260,Complete,F,2023-10-18 10:56:03,,2023-10-20 10:56:03,2023-10-22 10:56:03,1,370.91
20607,7031,Returned,M,2024-02-18 04:32:41,2024-03-07 04:32:41,2024-02-19 04:32:41,2024-02-24 04:32:41,1,109.73
20608,1557,Complete,F,2024-12-23 02:55:14,,2024-12-25 02:55:14,2024-12-30 02:55:14,1,366.47
20609,8150,Complete,F,2021-12-25 17:51:22,,2021-12-28 17:51:22,2022-01-03 17:51:22,2,1026.14
20610,1796,Complete,M,2023-10-30 18:15:02,,2023-11-01 18:15:02,2023-11-04 18:15:02,3,844.18
20611,2982,Complete,F,2024-06-03 12:11:53,,2024-06-04 12:11:53,2024-06-10 12:11:53,2,490.79
20612,3698,Returned,F,2024-01-22 20:30:50,2024-02-04 20:30:50,2024-01-25 20:30:50,2024-01-29 20:30:50,3,1205.46
20613,4656,Complete,M,2022-06-26 14:20:17,,2022-06-27 14:20:17,2022-07-03 14:20:17,3,880.3
20614,4061,Cancelled,M,2020-10-30 17:50:34,,,,1,144.36
20615,7176,Complete,M,2024-12-03 05:01:32,,2024-12-06 05:01:32,2024-12-13 05:01:32,3,665.92
20616,3731,Complete,F,2021-07-28 07:36:12,,2021-07-30 07:36:12,2021-08-06 07:36:12,1,98.38
20617,1093,Complete,M,2021-07-25 18:10:33,,2021-07-26 18:10:33,2021-07-29 18:10:33,2,242.2
20618,8455,Complete,F,2023-01-30 03:45:30,,2023-02-01 03:45:30,2023-02-03 03:45:30,3,312.45
20619,953,Complete,F,2024-11-19 23:41:58,,2024-11-22 23:41:58,2024-11-29 23:41:58,5,1653.51
20620,528,Returned,F,2022-04-28 11:39:34,2022-05-25 11:39:34,2022-05-01 11:39:34,2022-05-06 11:39:34,1,482.25
20621,3369,Complete,M,2024-10-10 21:33:11,,2024-10-11 21:33:11,2024-10-18 21:33:11,1,41.72
20622,8277,Complete,M,2022-09-25 03:57:57,,2022-09-27 03:57:57,2022-10-02 03:57:57,1,58.09
20623,4722,Complete,F,2021-06-14 22:31:58,,2021-06-17 22:31:58,2021-06-20 22:31:58,1,201.84
20624,6095,Processing,M,2023-02-26 23:59:16,,,,2,264.11
20625,6085,Shipped,M,2024-10-07 21:30:24,,2024-10-08 21:30:24,2024-10-15 21:30:24,2,368.64
20626,358,Complete,M,2022-12-11 16:36:21,,2022-12-13 16:36:21,2022-12-18 16:36:21,1,212.84
20627,3326,Returned,M,2021-07-19 17:05:16,2021-08-10 17:05:16,2021-07-21 17:05:16,2021-07-28 17:05:16,2,466.11
20628,5101,Complete,F,2023-06-20 19:16:57,,2023-06-22 19:16:57,2023-06-29 19:16:57,2,751.93
20629,7933,Shipped,M,2022-12-23 15:19:26,,2022-12-25 15:19:26,2022-12-29 15:19:26,2,690.88
20630,2964,Complete,M,2022-10-11 03:45:42,,2022-10-13 03:45:42,2022-10-17 03:45:42,3,508.16
20631,1280,Shipped,F,2023-06-12 02:42:34,,2023-06-15 02:42:34,2023-06-19 02:42:34,1,321.97
20632,7523,Returned,M,2023-09-12 10:52:17,2023-10-13 10:52:17,2023-09-13 10:52:17,2023-09-16 10:52:17,2,404.75
20633,8269,Shipped,M,2021-04-27 05:30:35,,2021-04-29 05:30:35,2021-05-04 05:30:35,1,18.48
20634,4254,Returned,M,2024-11-12 20:41:49,2024-12-05 20:41:49,2024-11-15 20:41:49,2024-11-19 20:41:49,1,362.04
20635,9069,Returned,M,2023-09-09 04:39:23,2023-09-30 04:39:23,2023-09-11 04:39:23,2023-09-14 04:39:23,3,644.93
20636,2576,Complete,M,2024-08-22 07:48:30,,2024-08-23 07:48:30,2024-08-28 07:48:30,1,449.23
20637,4738,Cancelled,F,2023-07-07 10:05:18,,,,1,122.17
20638,5076,Returned,F,2023-07-22 04:55:16,2023-07-31 04:55:16,2023-07-23 04:55:16,2023-07-30 04:55:16,1,62.48
20639,5225,Complete,F,2024-06-11 14:14:02,,2024-06-12 14:14:02,2024-06-15 14:14:02,1,23.97
20640,8071,Complete,M,2023-02-22 01:16:44,,2023-02-25 01:16:44,2023-03-03 01:16:44,3,537.12
20641,8363,Complete,M,2024-09-28 07:09:21,,2024-09-30 07:09:21,2024-10-07 07:09:21,3,645.67
20642,5551,Complete,M,2024-06-11 08:06:37,,2024-06-13 08:06:37,2024-06-19 08:06:37,3,1198.44
20643,7260,Complete,F,2024-04-15 11:12:07,,2024-04-17 11:12:07,2024-04-23 11:12:07,5,1245.72
20644,9961,Complete,F,2023-10-19 06:51:52,,2023-10-22 06:51:52,2023-10-26 06:51:52,1,306.76
20645,6112,Complete,M,2022-04-30 07:52:53,,2022-05-03 07:52:53,2022-05-10 07:52:53,1,101.33
20646,4546,Complete,M,2022-02-10 12:10:33,,2022-02-13 12:10:33,2022-02-18 12:10:33,1,321.61
20647,3079,Complete,M,2023-12-09 20:28:23,,2023-12-11 20:28:23,2023-12-13 20:28:23,2,645.08
20648,3178,Complete,M,2024-01-25 11:56:22,,2024-01-28 11:56:22,2024-01-30 11:56:22,2,600.85
20649,5082,Shipped,M,2022-11-18 22:50:22,,2022-11-19 22:50:22,2022-11-21 22:50:22,3,545.16
20650,6162,Complete,F,2022-05-23 14:34:51,,2022-05-24 14:34:51,2022-05-26 14:34:51,2,467.9
20651,2528,Returned,M,2024-08-09 00:41:43,2024-09-05 00:41:43,2024-08-11 00:41:43,2024-08-16 00:41:43,1,180.08
20652,1991,Complete,M,2024-10-24 19:42:24,,2024-10-25 19:42:24,2024-10-28 19:42:24,1,332.46
20653,6707,Complete,F,2022-07-04 18:17:18,,2022-07-05 18:17:18,2022-07-10 18:17:18,2,616.88
20654,2136,Complete,F,2024-06-13 04:00:01,,2024-06-14 04:00:01,2024-06-21 04:00:01,2,743.01
20655,1846,Cancelled,F,2022-07-12 13:51:35,,,,3,769.04
20656,1069,Complete,F,2022-11-25 17:28:32,,2022-11-27 17:28:32,2022-12-01 17:28:32,4,830.81
20657,5622,Returned,M,2023-09-27 04:15:44,2023-11-02 04:15:44,2023-09-30 04:15:44,2023-10-05 04:15:44,2,718.08
20658,6157,Shipped,F,2024-07-23 13:23:30,,2024-07-26 13:23:30,2024-07-28 13:23:30,1,164.3
20659,7595,Complete,F,2022-06-15 20:30:35,,2022-06-18 20:30:35,2022-06-23 20:30:35,2,486.55
20660,6133,Shipped,F,2024-12-11 13:40:03,,2024-12-14 13:40:03,2024-12-18 13:40:03,1,501.6
20661,376,Processing,F,2024-12-07 12:11:46,,,,2,646.97
20662,5684,Complete,F,2023-04-10 16:04:08,,2023-04-13 16:04:08,2023-04-15 16:04:08,2,510.68
20663,6101,Complete,F,2024-01-01 15:58:30,,2024-01-02 15:58:30,2024-01-08 15:58:30,1,228.13
20664,6059,Complete,F,2024-04-06 06:08:08,,2024-04-09 06:08:08,2024-04-13 06:08:08,6,2035.22
20665,8274,Returned,F,2022-02-03 06:45:23,2022-02-24 06:45:23,2022-02-05 06:45:23,2022-02-10 06:45:23,1,417.81
20666,4750,Processing,F,2023-04-14 17:27:17,,,,3,657.34
20667,7111,Complete,F,2024-01-01 01:49:57,,2024-01-02 01:49:57,2024-01-06 01:49:57,1,438.29
20668,7563,Complete,F,2023-05-04 13:18:47,,2023-05-07 13:18:47,2023-05-11 13:18:47,2,598.54
20669,3035,Cancelled,F,2023-08-26 10:48:13,,,,1,444.85
20670,9781,Complete,M,2022-07-11 19:54:12,,2022-07-14 19:54:12,2022-07-19 19:54:12,2,648.3
20671,8504,Complete,M,2023-07-10 09:47:23,,2023-07-12 09:47:23,2023-07-16 09:47:23,2,994.14
20672,8348,Shipped,M,2020-07-11 17:08:21,,2020-07-13 17:08:21,2020-07-19 17:08:21,5,1757.57
20673,8687,Complete,M,2024-10-14 17:01:26,,2024-10-17 17:01:26,2024-10-20 17:01:26,2,593.01
20674,6247,Processing,F,2022-10-06 09:57:58,,,,1,446.98
20675,8703,Complete,M,2022-05-11 09:46:51,,2022-05-13 09:46:51,2022-05-15 09:46:51,3,559.85
20676,4191,Complete,F,2024-04-18 10:26:56,,2024-04-20 10:26:56,2024-04-25 10:26:56,2,367.87
20677,3264,Shipped,F,2024-06-04 16:44:53,,2024-06-06 16:44:53,2024-06-13 16:44:53,1,590.4
20678,5284,Cancelled,M,2023-01-15 14:56:36,,,,1,509.88
20679,4001,Complete,F,2021-08-13 11:25:42,,2021-08-16 11:25:42,2021-08-19 11:25:42,3,974.74
20680,4595,Complete,M,2024-02-06 21:21:30,,2024-02-08 21:21:30,2024-02-14 21:21:30,1,142.92
20681,9844,Complete,F,2020-11-23 21:45:46,,2020-11-25 21:45:46,2020-11-30 21:45:46,3,1091.15
20682,4338,Cancelled,M,2024-02-09 01:20:26,,,,4,1324.51
20683,3347,Processing,F,2023-08-01 18:04:54,,,,1,499.47
20684,1302,Shipped,M,2023-10-13 19:50:59,,2023-10-15 19:50:59,2023-10-17 19:50:59,1,566.9
20685,4075,Complete,M,2023-09-12 04:51:16,,2023-09-13 04:51:16,2023-09-17 04:51:16,3,852.73
20686,8810,Complete,M,2023-06-08 05:44:55,,2023-06-09 05:44:55,2023-06-13 05:44:55,1,297.83
20687,3381,Complete,M,2024-10-19 23:00:48,,2024-10-20 23:00:48,2024-10-24 23:00:48,1,304.7
20688,7755,Shipped,M,2024-04-04 20:12:45,,2024-04-06 20:12:45,2024-04-11 20:12:45,6,1559.96
20689,939,Processing,F,2024-09-25 00:19:26,,,,1,531.08
20690,1132,Complete,M,2023-11-24 13:54:55,,2023-11-27 13:54:55,2023-12-04 13:54:55,5,1412.91
20691,5952,Processing,M,2024-12-04 19:38:02,,,,1,118.3
20692,1542,Complete,M,2023-07-14 09:41:49,,2023-07-15 09:41:49,2023-07-20 09:41:49,4,1151.51
20693,9080,Returned,M,2022-05-31 16:04:41,2022-07-05 16:04:41,2022-06-02 16:04:41,2022-06-07 16:04:41,3,577.2
20694,9920,Complete,F,2022-11-27 22:55:09,,2022-11-29 22:55:09,2022-12-02 22:55:09,6,2081.44
20695,2180,Returned,F,2023-12-26 21:47:28,2024-01-08 21:47:28,2023-12-27 21:47:28,2023-12-31 21:47:28,3,751.26
20696,9192,Complete,M,2021-08-26 20:11:46,,2021-08-27 20:11:46,2021-09-02 20:11:46,6,1597.86
20697,5415,Returned,M,2023-04-23 04:04:40,2023-05-03 04:04:40,2023-04-24 04:04:40,2023-04-26 04:04:40,1,284.6
20698,2568,Complete,M,2021-06-04 02:06:14,,2021-06-05 02:06:14,2021-06-12 02:06:14,3,880.63
20699,9385,Shipped,M,2021-03-06 22:27:30,,2021-03-08 22:27:30,2021-03-13 22:27:30,2,529.79
20700,8417,Complete,M,2023-05-09 12:49:11,,2023-05-10 12:49:11,2023-05-12 12:49:11,1,404.33
20701,4739,Cancelled,F,2024-10-09 23:16:02,,,,1,590.03
20702,628,Complete,M,2021-12-26 05:30:00,,2021-12-29 05:30:00,2022-01-05 05:30:00,2,759.24
20703,2561,Complete,F,2024-01-05 18:33:49,,2024-01-07 18:33:49,2024-01-09 18:33:49,1,584.99
20704,193,Complete,M,2023-05-14 07:01:02,,2023-05-17 07:01:02,2023-05-19 07:01:02,2,274.85
20705,1382,Complete,F,2024-01-22 14:57:11,,2024-01-25 14:57:11,2024-01-29 14:57:11,2,229.91
20706,2301,Complete,M,2023-11-10 18:04:58,,2023-11-12 18:04:58,2023-11-16 18:04:58,2,444.24
20707,534,Complete,F,2023-07-10 06:51:20,,2023-07-11 06:51:20,2023-07-14 06:51:20,1,322.73
20708,8248,Complete,F,2023-09-04 11:46:19,,2023-09-07 11:46:19,2023-09-14 11:46:19,1,29.17
20709,9406,Processing,M,2024-08-11 14:44:49,,,,3,824.23
20710,9919,Complete,F,2021-01-28 01:03:21,,2021-01-30 01:03:21,2021-02-06 01:03:21,2,659.24
20711,9930,Complete,M,2023-08-02 19:07:40,,2023-08-05 19:07:40,2023-08-09 19:07:40,3,1031.77
20712,9800,Complete,F,2022-08-30 04:18:34,,2022-09-02 04:18:34,2022-09-09 04:18:34,1,21.54
20713,6375,Complete,F,2023-06-25 00:29:24,,2023-06-26 00:29:24,2023-07-03 00:29:24,3,718.01
20714,2090,Complete,M,2023-06-23 14:00:58,,2023-06-24 14:00:58,2023-06-28 14:00:58,1,7.13
20715,8805,Complete,M,2023-05-27 20:59:25,,2023-05-29 20:59:25,2023-06-01 20:59:25,2,737.91
20716,874,Complete,M,2023-07-25 21:10:01,,2023-07-26 21:10:01,2023-07-29 21:10:01,1,301.24
20717,4409,Complete,F,2024-07-30 15:36:33,,2024-08-01 15:36:33,2024-08-07 15:36:33,6,1401.98
20718,9585,Complete,M,2024-12-12 15:56:19,,2024-12-14 15:56:19,2024-12-19 15:56:19,4,877.45
20719,2329,Cancelled,M,2023-10-11 20:20:45,,,,3,1122.68
20720,1101,Complete,M,2023-08-05 13:03:58,,2023-08-08 13:03:58,2023-08-14 13:03:58,4,1453.82
20721,6873,Cancelled,F,2022-01-07 02:58:45,,,,1,345.47
